step,loss
1,0.12545200483873487
2,0.08660183660686016
3,0.5434434539056383
4,0.7598334712674841
5,1.2197132781147957
6,0.1039910550462082
7,0.11036633962066844
8,0.11757430655416101
9,0.7151939710602164
10,0.06010809889994562
11,0.046212553686928004
12,0.07368842046707869
13,0.02909812261350453
14,0.022265749983489513
15,0.39765128277940676
16,0.009627630730392411
17,0.5571844948572107
18,0.1980590190505609
19,0.2440480868681334
20,0.058137426822213456
21,0.16848763605230488
22,0.011654984729830176
23,0.10273798473645002
24,0.011492535937577486
25,0.06687737401807681
26,0.015795451356098056
27,0.009599854645784944
28,0.013499077409505844
29,0.01290163577596104
30,0.0021154627993382746
31,0.03496794420061633
32,0.006710431189276278
33,0.000601592340899515
34,0.0028583820385392755
35,0.0017956220926862443
36,0.0010452169372001663
37,0.001030660278047435
38,0.0006534346539410762
39,0.00022525471285916865
40,0.00021622850181302056
41,0.0011767588403017726
42,0.00046796260721748695
43,0.0005529669761017431
44,0.0001278774052480003
45,0.00032040033875091467
46,0.00013097265582473483
47,0.00025717654079926433
48,0.00032880491380637977
49,0.00023257963766809553
50,6.129284520284273e-05
51,0.00020904186021653004
52,0.0001972771842702059
53,0.0002988959586218698
54,0.00010694830825741519
55,0.00016097602201625705
56,0.00031333445804193616
57,0.00015105724378372543
58,0.0002067222226287413
59,0.00022303786317934282
60,7.780865962558892e-05
61,0.0003014353437720274
62,6.89525968482485e-05
63,0.00014843147982901428
64,0.00014141700057734852
65,0.0002643150910444092
66,6.665799446636811e-05
67,0.0001035712712109671
68,0.00010063243280455936
69,0.00014321254457172472
70,0.0001844420676206937
71,4.927865848003421e-05
72,0.00014428564463742077
73,0.0001779372496457654
74,4.5774056616210146e-05
75,5.537004199140938e-05
76,9.592360311216908e-05
77,0.00023012054907667334
78,9.079343999474077e-05
79,0.00019975583199993707
80,0.00012210614295327105
81,0.00018835377886716742
82,0.00020947671873727813
83,5.227695328358095e-05
84,4.1810720176727045e-05
85,4.3944374738202896e-05
86,8.224702651205007e-05
87,0.00017065700922103133
88,5.445826991490321e-05
89,5.6180670981120784e-05
90,0.0001232642944160034
91,6.932696351213963e-05
92,0.00011629070968410815
93,0.00014681016182294115
94,8.705260006536264e-05
95,0.00020401851907081436
96,4.616163778337068e-05
97,4.238315932525438e-05
98,7.204401708804653e-05
99,0.00011021119735232787
