step,loss
1,0.007583023078041151
2,0.26496554716732135
3,0.007104157120920718
4,0.13340978433552664
5,0.00278521536529297
6,3.20916857958764e-05
7,3.2782542547238336e-07
8,0.004255101270208783
9,1.609323980744648e-07
10,2.0265547107101156e-07
11,3.2186460430239094e-07
12,1.7285327125193817e-07
13,6.523880583131358e-05
14,1.3113006502862845e-07
15,1.7881391478624664e-08
16,2.9802317058624794e-08
17,1.251696257753565e-07
18,0.0
19,2.741810192219418e-07
20,1.490114556190747e-07
21,0.0
22,0.0
23,1.966951614917889e-07
24,2.4437846946057107e-07
25,2.5629933020354656e-07
26,1.7881392366803084e-08
27,0.0
28,3.814692064452174e-07
29,2.3245759450674086e-07
30,9.536735490200954e-08
31,1.0728828225836651e-07
32,0.0
33,1.549718433579983e-07
34,0.0
35,0.0
36,7.748600250323534e-08
37,2.3841827356818612e-07
38,2.8610193947287144e-07
39,2.384185471271394e-08
40,1.5497196415026337e-07
41,5.9604616353681195e-08
42,0.0
43,8.344647106639513e-08
44,0.0
45,7.152552683464819e-08
46,3.099436867159966e-07
47,1.192092735635697e-08
48,1.192092735635697e-08
49,5.9604616353681195e-08
50,0.0
51,2.1457651655509835e-07
52,0.0
53,1.370905096109709e-07
54,2.7418105297272177e-07
55,1.4305095419331337e-07
56,2.2053691850487667e-07
57,2.384185471271394e-08
58,0.0
59,7.152552683464819e-08
60,1.0728825827754918e-07
61,1.5497197125569073e-07
62,2.2649746789227265e-07
63,2.384185471271394e-08
64,8.940691298420234e-08
65,1.728531913158804e-07
66,2.384185471271394e-08
67,5.9604616353681195e-08
68,2.9802319723160053e-08
69,1.6689274673353793e-07
70,0.0
71,1.4305095419331337e-07
72,1.4901141298651055e-07
73,1.0728828225836651e-07
74,2.384185471271394e-08
75,1.0728829202832912e-07
76,5.9604616353681195e-08
77,1.907346254270692e-07
78,0.0
79,1.7285333342442755e-07
80,0.0
81,2.2053698067736605e-07
82,0.0
83,1.4305105366929638e-07
84,1.192092735635697e-08
85,0.0
86,2.3841826646275877e-07
87,1.0132780658977936e-07
88,1.3709060198152656e-07
89,2.1457637977562172e-07
90,3.516669693226504e-07
91,0.0
92,1.0132780658977936e-07
93,0.0
94,1.549718433579983e-07
95,1.013278403405593e-07
96,0.0
97,7.748598562784537e-08
98,1.3709060198152656e-07
99,1.192092735635697e-08
