step,loss
1,0.02540253195911646
2,0.2638113209163748
3,0.0053950031444855995
4,0.27213452497380786
5,0.0002930197697423864
6,0.00010443972692542047
7,6.711345463372709e-06
8,6.07966320842479e-07
9,1.7881390590446244e-08
10,1.728532863509713e-07
11,1.7881372649242167e-07
12,0.005135787278140569
13,1.3709059842881288e-07
14,9.330990287548246e-05
15,0.0
16,7.730438412067997e-06
17,8.940689610881236e-08
18,4.7683691661859484e-08
19,4.7683691661859484e-08
20,8.344646573732462e-08
21,4.172323286866231e-08
22,8.344646573732462e-08
23,7.748597852241801e-08
24,1.6093245136516998e-07
25,0.0
26,5.960464122267695e-09
27,1.728533405298549e-07
28,5.960464122267695e-09
29,7.152554815093026e-08
30,2.3245796398896346e-07
31,0.0
32,1.0132779237892464e-07
33,4.172323286866231e-08
34,4.172323286866231e-08
35,5.960464122267695e-09
36,1.490115550950577e-07
37,1.6689287463123037e-07
38,8.344643731561519e-08
39,7.748600694412744e-08
40,8.344643731561519e-08
41,8.344643731561519e-08
42,8.344643731561519e-08
43,2.264975336174757e-07
44,5.960464122267695e-09
45,5.960462701182223e-08
46,5.960460924825384e-08
47,4.768369699093e-08
48,6.556507337052153e-08
49,8.940692275416495e-08
50,3.576277407546513e-08
51,5.9604619018216454e-08
52,2.9802313505911115e-08
53,0.0
54,0.0
55,8.344643731561519e-08
56,5.960464122267695e-09
57,4.1723240862268085e-08
58,1.2516969860598692e-07
59,0.0
60,3.576277407546513e-08
61,1.1920923981278975e-07
62,1.192092735635697e-08
63,5.960464122267695e-09
64,2.9802313505911115e-08
65,1.4305108475554107e-07
66,7.152555348000078e-08
67,8.94069156487376e-08
68,1.7881391478624664e-08
69,2.9802313505911115e-08
70,3.576277407546513e-08
71,5.960462701182223e-08
72,5.960464122267695e-09
73,0.0
74,4.7683691661859484e-08
75,7.15255366046108e-08
76,6.556507337052153e-08
77,5.960464122267695e-09
78,1.0132785988048454e-07
79,8.34464692900383e-08
80,7.152554815093026e-08
81,1.192092735635697e-08
82,1.788138277447615e-07
83,0.0
84,5.960462701182223e-08
85,4.1723238197732826e-08
86,1.3709063395594967e-07
87,1.1324878101959257e-07
88,5.960460924825384e-08
89,2.9802313505911115e-08
90,9.536738332371897e-08
91,1.6689287463123037e-07
92,9.536736467197215e-08
93,1.1324879078955519e-07
94,0.0
95,5.960464122267695e-09
96,0.0
97,6.556506093602366e-08
98,1.072883222263954e-07
99,2.9802313505911115e-08
