step,loss
1,0.007834676571746968
2,0.02323557040654123
3,0.005462673798774631
4,0.000771076578530483
5,5.140569226114167e-05
6,1.357119126055295e-05
7,0.000801202527417999
8,1.2516969860598692e-07
9,0.2274260520935023
10,0.019877719879148437
11,9.536735490200954e-08
12,1.0197465194039523e-05
13,4.7683691661859484e-08
14,4.172323286866231e-08
15,8.344646573732462e-08
16,5.960464122267695e-09
17,0.0
18,2.4377781571160995e-06
19,2.0742031665577088e-06
20,5.960464122267695e-09
21,3.576277407546513e-08
22,4.172323286866231e-08
23,2.384185471271394e-08
24,0.0
25,5.3644169994981894e-08
26,1.0728748520705267e-06
27,1.1801611208284157e-06
28,9.536676657262433e-07
29,3.576277407546513e-08
30,8.46380658003909e-07
31,8.344647106639513e-08
32,1.4305109097279e-07
33,0.0
34,0.0
35,0.0
36,2.9802317058624794e-08
37,0.0
38,2.38418529363571e-08
39,7.510144541811314e-07
40,2.38418529363571e-08
41,7.510144541811314e-07
42,6.794896307837917e-07
43,2.9802317058624794e-08
44,0.0
45,4.172323286866231e-08
46,7.450539669662248e-07
47,5.3644166442268215e-08
48,2.38418529363571e-08
49,0.0
50,1.0132786165684138e-07
51,7.331337705807073e-07
52,6.556508580501941e-08
53,3.576278473360617e-08
54,0.0
55,4.76837058727142e-08
56,7.390934797513182e-07
57,4.76837058727142e-08
58,0.0
59,6.73529143568885e-07
60,0.0
61,6.794896307837917e-07
62,6.556508580501941e-08
63,0.0
64,8.344646573732462e-08
65,6.73529143568885e-07
66,5.960462878817907e-08
67,0.0
68,6.318067207189415e-07
69,6.556508580501941e-08
70,5.3644166442268215e-08
71,0.0
72,7.688965428798156e-07
73,4.76837058727142e-08
74,5.960464122267695e-09
75,2.384185471271394e-08
76,0.0
77,2.9802313505911115e-08
78,1.7881392366803084e-08
79,6.854501624076192e-07
80,2.38418529363571e-08
81,0.0
82,7.748600694412744e-08
83,0.0
84,7.510151505130125e-07
85,4.172323286866231e-08
86,7.033314872728624e-07
87,5.960439466434764e-07
88,0.0
89,3.576277407546513e-08
90,2.9802313505911115e-08
91,0.0
92,0.0
93,0.0
94,3.576278473360617e-08
95,5.960439466434764e-07
96,2.38418529363571e-08
97,0.0
98,6.318067207189415e-07
99,5.960439466434764e-07
