step,loss
1,1.0843856781721115
2,2.5506696105003357
3,1.4176489040255547
4,2.0958509743213654
5,1.280848553404212
6,1.5294702351093292
7,1.9271251559257507
8,1.451516054570675
9,1.6256044209003448
10,1.4068128746002913
11,1.2486795485019684
12,1.361035443842411
13,1.3992230221629143
14,1.3628416657447815
15,2.5314645767211914
16,2.0291946828365326
17,0.9181014522910118
18,2.5040632486343384
19,1.8766905963420868
20,1.5272062569856644
21,1.0929233748465776
22,2.0877625700086355
23,0.31486226338893175
24,1.3852875791490078
25,1.0655127530917525
26,0.5029352009296417
27,0.34309919318184257
28,1.2902456242591143
29,0.8430748879909515
30,0.2575060366652906
31,0.8712369576096535
32,0.353243098128587
33,0.3257615165784955
34,0.9215299040079117
35,0.30551723833195865
36,0.2578233741223812
37,0.48050200566649437
38,0.38163422932848334
39,0.21408175327815115
40,0.4017077126773074
41,1.1571063287556171
42,0.005577625473961234
43,0.45470559410750866
44,1.671825461788103
45,0.4794712340226397
46,0.848090558545664
47,0.33119473938131705
48,0.44292224233504385
49,0.15033768012654036
50,1.1819777076598257
51,0.4661224005976692
52,0.21494525473099202
53,0.0651491298340261
54,0.330201705917716
55,0.474529457220342
56,0.488546330598183
57,0.07048310217214748
58,0.4498889250680804
59,0.3238274658797309
60,0.009771310578798875
61,0.21236082294490188
62,0.8043731143698096
63,0.20624978159321472
64,0.4157931334339082
65,1.2545793056488037
66,1.3061314849182963
67,0.11212618835270405
68,0.039452989265555516
69,0.02608398420852609
70,0.06914727308321744
71,0.23484921682393178
72,0.38009717408567667
73,0.7698962392605608
74,0.9245570417260751
75,0.599883334711194
76,0.008585934090660885
77,0.001287107908865437
78,0.2159148987120716
79,0.1611588018859038
80,0.73133485019207
81,0.42227464634925127
82,0.0439929145941278
83,0.1208834844728699
84,0.08583117557282094
85,0.2568918910328648
86,0.5982270357271773
87,0.27529308234807104
88,0.6725941781478468
89,0.12805799883790314
90,0.19209105730988085
91,0.2722379843471572
92,0.2489550532773137
93,0.1528688671096461
94,0.1254121545207454
95,0.5281595656706486
96,0.23516405231930548
97,0.05974425874592271
98,0.13012681133113801
99,0.1287639120419044
