step,loss
1,1.3748510405421257
2,1.040227822959423
3,1.4101862348616123
4,1.363497395766899
5,0.9802038607886061
6,3.363931566476822
7,0.7549643442034721
8,0.8936545997858047
9,1.824069768190384
10,0.7178334516938776
11,1.8539755061501637
12,0.42186631698859856
13,0.1774899942392949
14,5.221273064613342
15,2.955688121597632
16,0.4654478488082532
17,5.991979598999023
18,1.0116845258744434
19,2.372764414642006
20,1.483513005077839
21,0.3822640161961317
22,0.3096307519590482
23,0.8991663253982551
24,1.9935076590627432
25,1.4164516236633062
26,1.2902572602033615
27,0.7275017322972417
28,0.2816300106351264
29,0.37537885102210566
30,0.24666314868954942
31,0.5836871755600441
32,1.841349575726781
33,0.37568427047517616
34,0.5202185614034534
35,0.658533863723278
36,0.00852136986941332
37,0.21530865002478095
38,0.29041857491392875
39,0.28622428703238256
40,0.0010169333563680993
41,0.0014293898302639718
42,0.7034877157120718
43,0.5874774226685986
44,0.3033569212234397
45,1.2352563589811325
46,0.8593962555751204
47,0.7446483400071884
48,1.3119677313125067
49,0.38549301866441965
50,0.49509699632471893
51,0.2077021805162076
52,0.12844947443227284
53,0.2657790649391245
54,0.06983407893858384
55,0.24834356362453036
56,0.3558163316702121
57,0.2911904204811435
58,0.3336178003432906
59,0.06733680482284399
60,0.29323243883027317
61,0.15432018526689717
62,0.6165473331493558
63,0.10410942327325756
64,0.3242875202295181
65,1.348320783177769
66,0.9607286397840653
67,0.40753473178483546
68,0.04356432271288213
69,0.3821610689037698
70,3.6034132335771574e-05
71,0.0005312070543368463
72,0.18438851488099317
73,0.853874539428034
74,0.2681031985393929
75,0.21693555073397874
76,0.3375541646964848
77,0.6033518876174639
78,1.1459740690916078
79,0.4248366291212733
80,0.22153584083207534
81,0.1524698793728021
82,0.008648215560242534
83,0.00011382336879250943
84,0.16033458291713032
85,0.00016290120811390807
86,0.5453055266407318
87,0.3918299646466039
88,0.0002216124576079892
89,0.3833406027406454
90,0.2714403745076197
91,0.24308900485902996
92,0.12699704048282
93,0.10394356201504706
94,0.15598687252122545
95,0.011581023008147895
96,0.1064359087131379
97,0.32506540679696627
98,0.3388957357610707
99,0.13186438088723662
