step,loss
1,0.017713704677589703
2,0.018549319542216836
3,0.30055760918185115
4,0.0011827804237327655
5,0.2635126786917681
6,0.015263272220181534
7,0.25901265896391124
8,0.013675786613021046
9,0.24431414245464111
10,0.007136572021408938
11,0.0060174427926540375
12,0.0027626786613836884
13,0.00043103542338940315
14,0.001417980153746612
15,0.05836957257179165
16,0.0017522118432680145
17,0.006841101683676243
18,0.0017638257777434774
19,0.0020550217159325257
20,0.0006760552932973951
21,0.002777051595330704
22,0.00020540914101729868
23,0.0002614342383822077
24,0.0013686896454601083
25,0.00032544834971304226
26,0.0045450373509083875
27,0.00015209966716156487
28,0.0001733256667648675
29,0.00023109972607926466
30,0.0003578129408197128
31,0.0010137940998902195
32,0.00023144763622440223
33,0.0009639906586471625
34,0.0006600426946761218
35,5.5900388815643964e-05
36,0.00011080818592290598
37,7.393747603146039e-05
38,7.688959124152461e-05
39,0.0003553567730705254
40,0.00039679158066974196
41,5.431849069736927e-05
42,0.00023189888736396824
43,4.6857921915943734e-05
44,4.6279146374672564e-05
45,5.6326073263335275e-06
46,4.260894047547481e-05
47,4.791581500285247e-05
48,3.7503849881659335e-05
49,3.7199868643256195e-05
50,5.054450070929306e-06
51,4.154424459557049e-06
52,6.207646856637439e-05
53,0.0001136218556894164
54,1.4726934978170902e-05
55,2.2576132494123158e-05
56,3.594148495267291e-06
57,3.423967626758895e-05
58,2.2772882971366926e-05
59,9.095318262097862e-06
60,8.660226910706115e-06
61,4.6602041948062833e-05
62,1.3332489743334008e-05
63,9.305067817422241e-05
64,7.265430485858815e-05
65,7.238176777946137e-05
66,7.439322371283197e-05
67,4.2638472365297275e-05
68,2.598755287408494e-06
69,1.2807970563244453e-05
70,1.995391392028978e-05
71,6.754179105428193e-05
72,7.922522752323857e-05
73,2.074664962492534e-05
74,3.087512141064508e-06
75,2.3402354543122783e-05
76,1.0388393548055319e-05
77,1.6044401988324353e-05
78,3.00498151091233e-05
79,2.9265806347211765e-06
80,1.733180602059292e-05
81,2.9861846542189596e-06
82,5.230565204783488e-05
83,3.075743330782643e-05
84,1.7521591985314444e-05
85,1.1717780523667898e-05
86,2.9563826160483586e-06
87,2.0697281115644728e-05
88,3.278245458204765e-06
89,0.00010303637611741578
90,4.070498198416317e-05
91,1.570477749623933e-05
92,5.1429583436402027e-05
93,1.8207874802556034e-05
94,7.426483932704286e-06
95,5.2530846204490445e-05
96,7.295360148873442e-06
97,3.0466678765606048e-05
98,5.389574863556845e-05
99,6.037419103677166e-05
