step,loss
1,0.014075686689466238
2,0.26792274974286556
3,0.21986547258779865
4,0.003981435904279351
5,0.0029600744450135608
6,9.170976773020811e-05
7,1.9537651496648323e-05
8,5.1909373325997876e-05
9,2.2649640811778227e-06
10,3.3259109848415846e-06
11,0.03147567361126136
12,0.00028892118691459245
13,2.3245799951610024e-07
14,1.609324797868794e-07
15,1.3709058777067185e-07
16,1.7881390590446244e-08
17,4.768370942542788e-08
18,0.00011323458747369841
19,5.960464122267695e-09
20,1.192092824453539e-08
21,1.1444016756456676e-06
22,1.0192345367698863e-06
23,6.914118806378156e-07
24,5.960464122267695e-09
25,6.556508580501941e-08
26,4.76837058727142e-08
27,5.304804684413966e-07
28,5.960464122267695e-09
29,4.768369876728684e-08
30,8.344647106639513e-08
31,1.192092824453539e-08
32,1.668929439091471e-07
33,5.960464122267695e-09
34,6.139269199678665e-07
35,7.74860140495548e-08
36,3.0398330963521403e-07
37,0.0
38,1.0132786876226874e-07
39,4.1723239974089665e-08
40,9.53674117454284e-08
41,6.556509113408993e-08
42,5.960464122267695e-09
43,2.384185648907078e-08
44,1.192092824453539e-08
45,7.152553926914607e-08
46,5.3644162889554536e-08
47,3.218647499636518e-07
48,1.7881392366803084e-08
49,2.861019687827593e-07
50,2.9802320611338473e-08
51,7.748601760226848e-08
52,7.152553926914607e-08
53,2.6226007321383804e-07
54,2.3841830021353871e-07
55,1.0132785632777086e-07
56,8.940694407044703e-08
57,1.311301751627525e-07
58,1.0132785632777086e-07
59,0.0
60,1.192092824453539e-08
61,1.1920924336550343e-07
62,4.768369876728684e-08
63,1.192092824453539e-08
64,4.7683668213949204e-07
65,0.0
66,1.0132786165684138e-07
67,5.424015379063007e-07
68,5.960463234089275e-08
69,4.768371297814156e-08
70,5.3644168218625055e-08
71,5.3644168218625055e-08
72,4.768370409635736e-08
73,5.364415756048402e-08
74,2.980228881455105e-07
75,0.0
76,9.53674028636442e-08
77,6.55650946868036e-08
78,1.192092824453539e-08
79,9.536739753457368e-08
80,4.768370409635736e-08
81,2.562996916921634e-07
82,5.960464122267695e-09
83,3.2782526737662465e-07
84,0.0
85,0.0
86,2.8610196167733193e-07
87,1.192092824453539e-08
88,2.384185471271394e-08
89,1.192092824453539e-08
90,8.940694584680386e-08
91,1.4305110163093104e-07
92,3.218647286473697e-07
93,5.960462168275171e-08
94,2.264974163779243e-07
95,6.556508580501941e-08
96,7.748601760226848e-08
97,2.264974252597085e-07
98,1.0728831512096804e-07
99,6.556509646316044e-08
