step,loss
1,0.014075686689466238
2,0.026065228739753366
3,0.010657155150056496
4,0.024704512674361467
5,0.007486020093665502
6,0.006755943700454736
7,0.018630864178931006
8,0.01114323129877448
9,0.007745206472463906
10,0.005785917892353609
11,0.013187956414185464
12,0.0050267877377336845
13,0.0067232102155685425
14,0.2599698173144134
15,0.24840283296589405
16,0.003175717044769044
17,0.000726776982901356
18,0.0009550496251904406
19,0.001851887944212649
20,0.3953184142956161
21,0.1723256239699822
22,0.0003145685777781182
23,0.00033020039336406626
24,0.00015489453289774247
25,0.0004584368307405384
26,0.06802617462017224
27,0.0005235214774756969
28,9.715229134599213e-05
29,8.847547178447712e-05
30,0.03199210949605913
31,0.026410457152451272
32,9.681272689476828e-05
33,0.01677230350887271
34,0.012875861665634147
35,0.00016540636170248035
36,0.00018527144402469276
37,0.00013871742976334644
38,6.055591165932128e-05
39,0.00014395091992014386
40,2.7434947767801532e-05
41,4.2632288838717614e-05
42,0.0022418260850116667
43,0.001840204746258678
44,0.0016907929980334302
45,5.1938743169444024e-05
46,1.950805385320109e-05
47,7.417478400384425e-05
48,0.000959543164299248
49,2.2357186935551e-05
50,2.3530499746016176e-05
51,2.1379704321589088e-05
52,6.006914733092117e-05
53,7.248934525705408e-05
54,4.202990703561227e-05
55,4.050964405166724e-05
56,7.625672151334584e-05
57,0.0009823894679357181
58,2.551592433519545e-05
59,1.7749918697518297e-05
60,0.00039804066818760475
61,6.842179436716833e-05
62,0.00040096321845339844
63,8.869000133415739e-06
64,1.7207131044472135e-05
65,1.235581960656873e-05
66,3.2184803785639815e-05
67,2.104588543261343e-05
68,0.0002785084293464024
69,2.8543118787638377e-05
70,5.702495489856574e-05
71,2.8888658334835782e-05
72,2.6874340164795285e-05
73,2.0080041394976433e-05
74,4.957925557391718e-05
75,1.6468056152518784e-05
76,4.563526935186246e-05
77,0.0002610524932507019
78,2.0896887235721806e-05
79,0.000277902815682296
80,0.00027731878481063177
81,0.00048488047218597785
82,1.15690586284245e-05
83,2.011013953051588e-05
84,1.792258012756065e-05
85,1.8435157244311995e-05
86,0.0002588350353107671
87,0.00020790367970136003
88,4.7016175713565644e-05
89,0.00010428418389807348
90,1.9060899830947164e-05
91,1.0925358893132397e-05
92,3.904264258380863e-05
93,4.505339951776932e-05
94,5.505976859154771e-05
95,1.7433817220080527e-05
96,0.00021523492858932514
97,3.341241290399921e-05
98,1.4394291611097287e-05
99,1.9233675629948266e-05
