step,loss
1,2.0111913308501244
2,1.822022331878543
3,2.3448416590690613
4,2.4866907596588135
5,2.094439711421728
6,1.7274376302957535
7,1.2516838237643242
8,1.4875868558883667
9,1.5303971767425537
10,0.5912227369844913
11,2.0790981147438288
12,1.549502868205309
13,1.0444435514509678
14,1.202201435342431
15,1.5239404253661633
16,1.7398138400167227
17,2.27696655318141
18,1.1521640457212925
19,2.4692477583885193
20,0.4831663235090673
21,1.4476649761199951
22,1.3807188463397324
23,1.3218411039561033
24,1.279608890414238
25,1.6879505068063736
26,0.6952680721879005
27,0.1985460944706574
28,1.2194884046912193
29,0.7890738882124424
30,0.5931702367961407
31,0.2126040569273755
32,0.7046318650245667
33,0.5191674683010206
34,0.5447607068344951
35,0.33296359330415726
36,0.5930389113491401
37,0.5210004178516101
38,0.362235418491764
39,0.4643437988124788
40,0.5714523688657209
41,0.22476588140125386
42,0.5531934291357175
43,1.7284667938947678
44,1.5663123140111566
45,0.4185324893333018
46,0.8515894263982773
47,0.2380104092299007
48,0.42615282034967095
49,0.40581370424479246
50,0.5338737039419357
51,0.299288135021925
52,1.3472108223941177
53,0.24320660963530827
54,0.5130526982247829
55,0.6624776910466608
56,0.0069934252387611195
57,0.10556529214954935
58,0.1659681758028455
59,0.2781884550495306
60,0.03753306841826998
61,0.0026344280340708792
62,0.08214695540664252
63,0.03193646618456114
64,0.13160645218158606
65,1.6360338279337157
66,2.3435004062048392
67,0.38425282000389416
68,0.17997878056485206
69,0.6741507027181797
70,0.01880475744837895
71,0.6539791468530893
72,0.24667300950386561
73,0.13421482274134178
74,0.28132009789987933
75,0.5292448519521713
76,0.5401653058215743
77,0.17352652200497687
78,0.02436288159515243
79,0.9514149548485875
80,0.16085928081156453
81,1.7523972628841875
82,0.2562244674481917
83,0.1825529166671913
84,0.5288868758652825
85,0.3537476104684174
86,0.5578944083536044
87,0.16832311378675513
88,0.26690037419029977
89,0.029451575013808906
90,0.002195232009398751
91,0.20580259343842044
92,0.11821167943708133
93,0.00629886488604825
94,0.006387244549841853
95,0.4573468765929647
96,0.08827996168110985
97,0.23858776869019493
98,0.48626787615648936
99,0.7275940527906641
